train/reward,time/total_timesteps,train/std,train/learning_rate,train/policy_loss,train/n_updates,time/time_elapsed,train/explained_variance,train/entropy_loss,train/value_loss,time/fps,time/iterations
21.45514,33500,0.9867647886276245,0.0007,552.562255859375,6699,472,0.3602790832519531,-42.111961364746094,730.080810546875,70,6700
-4.750325,34000,0.9875198006629944,0.0007,1353.296630859375,6799,479,0.054795682430267334,-42.13177490234375,953.77880859375,70,6800
-3.856905,34500,0.9868041276931763,0.0007,-1881.613525390625,6899,486,0.47130221128463745,-42.114871978759766,2045.5797119140625,70,6900
65.41208,35000,0.9869232177734375,0.0007,-947.0452880859375,6999,492,0.04114407300949097,-42.11680221557617,989.1455078125,71,7000
-6.300935,35500,0.9889897704124451,0.0007,228.2333526611328,7099,499,0.9387688152492046,-42.178489685058594,54.276634216308594,71,7100
2.3553843,36000,0.9897318482398987,0.0007,-55.207984924316406,7199,505,0.5868701040744781,-42.21554183959961,18.1793155670166,71,7200
0.9190682,36500,0.990112841129303,0.0007,253.2398681640625,7299,512,0.16025018692016602,-42.21730041503906,732.44677734375,71,7300
-57.467278,37000,0.9913206100463867,0.0007,-357.0226135253906,7399,519,-0.044875264167785645,-42.253173828125,675.2479858398438,71,7400
59.762527,37500,0.9895787835121155,0.0007,447.9727478027344,7499,526,0.5974260866641998,-42.200138092041016,760.3614501953125,71,7500
12.748714,38000,0.9891250729560852,0.0007,1196.7762451171875,7599,534,0.43427151441574097,-42.18641662597656,1172.342041015625,71,7600
75.58411,38500,0.9868532419204712,0.0007,406.2907409667969,7699,541,0.1581389307975769,-42.12270736694336,151.66770935058594,71,7700
-18.926281,39000,0.9855242371559143,0.0007,-1798.8841552734375,7799,549,-0.004617810249328613,-42.08004379272461,2222.298828125,70,7800
6.7505445,39500,0.9856730103492737,0.0007,553.5868530273438,7899,557,0.746056467294693,-42.085044860839844,215.8035430908203,70,7900
10.122539,40000,0.9846124649047852,0.0007,684.873046875,7999,564,-0.8828456401824951,-42.05097198486328,734.343994140625,70,8000
-42.107708,40500,0.9853292107582092,0.0007,179.35726928710938,8099,572,-0.4482916593551636,-42.07476806640625,167.3606414794922,70,8100
-69.13863,41000,0.9842029809951782,0.0007,-188.5921173095703,8199,580,-0.9437766075134277,-42.039772033691406,178.1703338623047,70,8200
103.296936,41500,0.9827603697776794,0.0007,38.65227127075195,8299,588,0.17183691263198853,-41.98979949951172,743.5709228515625,70,8300
5.8771024,42000,0.9828216433525085,0.0007,-3633.302001953125,8399,596,-4.493042469024658,-41.987361907958984,8227.1953125,70,8400
29.851767,42500,0.9823845624923706,0.0007,-1282.1351318359375,8499,603,-2.2209889888763428,-41.97929763793945,1120.482421875,70,8500
3.2833924,43000,0.981213390827179,0.0007,-94.74177551269531,8599,611,-0.2957324981689453,-41.94384765625,42.01099395751953,70,8600
-69.57119,43500,0.9813216924667358,0.0007,-1637.697021484375,8699,619,0.8485326915979385,-41.941001892089844,1688.221923828125,70,8700
8.707078,44000,0.9798992276191711,0.0007,866.2960815429688,8799,627,0.5563174486160278,-41.89579391479492,602.169189453125,70,8800
-7.008858,44500,0.9803077578544617,0.0007,254.13735961914062,8899,635,0.51006680727005,-41.910011291503906,1158.26220703125,70,8900
-47.297386,45000,0.980328381061554,0.0007,2289.016357421875,8999,642,0.04263734817504883,-41.905948638916016,5066.46484375,70,9000
39.831345,45500,0.9778186082839966,0.0007,-132.09597778320312,9099,650,0.27972179651260376,-41.83428955078125,56.57049560546875,69,9100
20.944508,46000,0.9767840504646301,0.0007,-945.9612426757812,9199,658,0.8053996860980988,-41.79475021362305,708.7578125,69,9200
-0.2015398,46500,0.9788010716438293,0.0007,2807.55908203125,9299,666,0.28458845615386963,-41.86134338378906,4961.4375,69,9300
-0.5080299,47000,0.976803719997406,0.0007,-3.8401122093200684,9399,673,0.28777122497558594,-41.79816436767578,2279.779296875,69,9400
0.6692585,47500,0.9766544699668884,0.0007,-868.4583740234375,9499,681,-4.591310024261475,-41.787994384765625,1077.671142578125,69,9500
54.426567,48000,0.9760286808013916,0.0007,-667.8636474609375,9599,689,0.3631269931793213,-41.778202056884766,337.5065002441406,69,9600
10.924868,48500,0.9771413207054138,0.0007,-441.0376892089844,9699,697,0.6529918611049652,-41.803829193115234,162.6995849609375,69,9700
-57.555237,49000,0.9775702357292175,0.0007,-581.9168090820312,9799,705,0.6990011036396027,-41.823577880859375,501.15301513671875,69,9800
8.289617,49500,0.9765604734420776,0.0007,279.7646484375,9899,712,0.5715414583683014,-41.782814025878906,639.6453857421875,69,9900
38.750378,50000,0.9772536158561707,0.0007,-1606.3548583984375,9999,720,0.24610960483551025,-41.80939483642578,1847.695556640625,69,10000
